z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty,twoNeutronSeparationEnergy,twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy,twoProtonSeparationEnergyUncertainty,doubleBetaMinus,doubleBetaMinusUncertainty,doubleElectronCapture,doubleElectronCaptureUncertainty,electronCaptureOneProtonEmission,electronCaptureOneProtonEmissionUncertainty,betaMinusOneNeutronEmission,betaMinusOneNeutronEmissionUncertainty,betaMinusTwoNeutronEmission,betaMinusTwoNeutronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty,pairingGap,pairingGapUncertainty,firstExcitedStateEnergy,firstExcitedStateEnergyUncertainty,firstTwoPlusEnergy,firstTwoPlusEnergyUncertainty,firstThreeMinusEnergy,firstThreeMinusEnergyUncertainty,firstFourPlusEnergy,firstFourPlusEnergyUncertainty,firstFourPlusOverFirstTwoPlusEnergy,firstFourPlusOverFirstTwoPlusEnergyUncertainty,quadrupoleDeformation,quadrupoleDeformationUncertainty,BE4DBE2,BE4DBE2Uncertainty,thermalNeutronCapture,thermalNeutronFission,FY235U,FY235UUncertainty,FY239Pu,FY239PuUncertainty,FY252Cf,FY252CfUncertainty,FY238U,FY238UUncertainty,FY241U,FY241UUncertainty,cFY235U,cFY235UUncertainty,cFY239Pu,cFY239PuUncertainty,cFY252Cf,cFY252CfUncertainty,cFY238U,cFY238UUncertainty,cFY241U,cFY241UUncertainty,secondTwoPlusEnergy,secondTwoPlusEnergyUncertainty
61,98,159Pm,0,1.634,s,0.04,,β⁻,100.0,,-56500.0,10.0,5650.0,11.6,-6830.0,31.4,-7850.0,31.4,,,,,-3560.0,19.9,559.0,11.1,,,,,9480.0,10.9,-15700.0,400.0,-19600.0,300.0,626.0,11.1,-6010.0,14.1,8120.0,0.0631,1.13,0.0631,553.0,7.18,,,,,,,,,,,,,,,,,1.05e-06,6.78e-07,1.22e-05,7.81e-06,0.000204,0.00013,4.09e-05,2.62e-05,,,1.07e-06,6.91e-07,1.23e-05,7.89e-06,0.000206,0.000132,4.53e-05,2.9e-05,,,,
61,104,165Pm,0,0.297,s,+0.111-0.101,,β⁻,100.0,,-34600.0,500.0,8840.0,640.0,,,,,,,,,-4600.0,707.0,595.0,499.0,,,,,16000.0,500.0,,,,,5180.0,500.0,-213.0,707.0,7990.0,3.0,2.56,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,100,161Pm,0,730,ms,+43-33,(5/2-),β⁻,100.0,,-50000.0,9.03,6580.0,11.3,-7850.0,400.0,-8870.0,400.0,,,,,-4070.0,9.57,504.0,7.07,,,,,11700.0,13.7,-17500.0,500.0,-21100.0,400.0,2070.0,9.24,-4020.0,12.7,8080.0,0.0561,0.579,0.0561,613.0,162.0,,,,,,,,,,,,,,,,,4.39e-09,2.81e-09,1.03e-07,6.65e-08,4.4e-06,2.82e-06,1.28e-06,8.19e-07,,,4.4e-09,2.82e-09,1.03e-07,6.65e-08,4.41e-06,2.82e-06,1.3e-06,8.32e-07,,,,
61,101,162Pm,0,474,ms,+37-23,,β⁻,100.0,,-46000.0,300.0,8330.0,300.0,-7030.0,500.0,-8050.0,500.0,,,,,-4310.0,424.0,590.0,264.0,,,,,12600.0,300.0,,,-20800.0,583.0,2560.0,300.0,-1940.0,424.0,8060.0,2.0,-2.26,2.0,463.0,281.0,,,,,,,,,,,,,,,,,6.79e-11,4.35e-11,4.15e-09,2.66e-09,3.09e-07,1.98e-07,9.18e-08,5.87e-08,,,6.79e-11,4.35e-11,4.15e-09,2.66e-09,3.09e-07,1.98e-07,9.22e-08,5.9e-08,,,,
61,102,163Pm,0,363,ms,+42-30,,β⁻,100.0,,-42900.0,400.0,7640.0,400.0,-8880.0,640.0,-9900.0,640.0,,,,,-4610.0,565.0,690.0,399.0,,,,,13600.0,400.0,,,,,3340.0,400.0,-2430.0,565.0,8040.0,2.0,0.0124,2.0,757.0,326.0,,,,,,,,,,,,,,,,,1.81e-12,1.16e-12,1.18e-10,7.61e-11,1.42e-08,9.15e-09,1.06e-08,6.78e-09,,,1.81e-12,1.16e-12,1.18e-10,7.61e-11,1.42e-08,9.15e-09,1.06e-08,6.78e-09,,,,
61,103,164Pm,0,280,ms,+38-33,,β⁻,100.0,,-38300.0,400.0,9560.0,400.0,,,,,,,,,-4580.0,565.0,635.0,399.0,,,,,14800.0,400.0,,,,,4160.0,400.0,-123.0,565.0,8010.0,2.0,-1.19,2.0,467.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,89,151Sm,0,94.6,y,0.6,5/2-,β⁻,100.0,,-74500.0,1.11,76.6,0.537,-1190.0,4.47,-2210.0,4.47,,,,,1140.0,0.972,-532.0,0.59,,,,,-387.0,2.81,-3630.0,0.243,-8180.0,0.223,-7850.0,6.18,-14200.0,1.56,8240.0,0.0074,17.9,0.0074,1330.0,1.09,,,,,,,,,,,,,,,[object Object],,4.74e-09,3.03e-09,3.84e-07,2.46e-07,8.55e-07,5.47e-07,7.76e-11,4.96e-11,,,0.00418,4.18e-05,0.00738,5.16e-05,0.0194,0.000545,0.00799,0.000111,,,,
62,102,164Sm,0,1.42,s,0.06,0+,β⁻,100.0,,-47900.0,4.09,5300.0,4.59,-9560.0,400.0,-10500.0,400.0,,,,,-3620.0,46.7,488.0,151.0,,,,,11700.0,4.21,,,-21100.0,500.0,577.0,4.19,-5340.0,5.79,8060.0,0.025,1.34,0.025,873.0,165.0,,,,,,,,,,,,,,,,,6.03e-11,3.86e-11,4.16e-09,2.66e-09,5.21e-07,3.34e-07,1.09e-07,6.97e-08,,,6.03e-11,3.86e-11,4.16e-09,2.66e-09,5.22e-07,3.34e-07,1.1e-07,7.04e-08,,,,
62,101,163Sm,0,1.67,s,+0.18-0.19,,β⁻,100.0,,-50500.0,7.35,5970.0,7.41,-7640.0,400.0,-8660.0,400.0,,,,,-3300.0,30.7,349.0,15.9,,,,,10700.0,7.4,-16500.0,500.0,-18800.0,400.0,52.0,7.47,-4950.0,10.4,8080.0,0.0451,-0.0416,0.0451,552.0,5.86,,,,,,,,,,,,,,,,,1.36e-09,8.76e-10,7.94e-08,5.08e-08,5.77e-06,3.69e-06,4.87e-07,3.11e-07,,,1.37e-09,8.83e-10,7.95e-08,5.09e-08,5.78e-06,3.7e-06,4.97e-07,3.18e-07,,,,
62,100,162Sm,0,3.09,s,0.27,0+,β⁻,100.0,,-54300.0,3.52,4340.0,3.76,-8330.0,300.0,-9360.0,300.0,,,,,-2960.0,3.75,276.0,2.69,,,,,9900.0,5.3,-15300.0,400.0,-19400.0,400.0,-658.0,10.9,-7020.0,4.98,8100.0,0.0218,2.53,0.0218,743.0,5.59,,,,,,,,,,,,,,,,,2.02e-08,1.29e-08,1.1e-06,7.1e-07,4.57e-05,2.92e-05,1.64e-06,1.04e-06,,,2.02e-08,1.29e-08,1.1e-06,7.1e-07,4.6e-05,2.94e-05,1.73e-06,1.1e-06,,,,
62,106,168Sm,0,0.353,s,+0.21-0.164,0+,β⁻,100.0,,-31600.0,300.0,7610.0,500.0,,,,,,,,,,,,,,,,,16500.0,424.0,,,,,4050.0,500.0,-1030.0,424.0,7970.0,2.0,7.37,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,105,167Sm,0,334,ms,+83-78,,β⁻,100.0,,-35300.0,500.0,8440.0,640.0,,,,,,,,,-3670.0,707.0,185.0,499.0,,,,,15400.0,500.0,,,,,3340.0,510.0,-743.0,707.0,7990.0,3.0,4.4,3.0,809.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,104,166Sm,0,399,ms,+56-62,0+,β⁻,100.0,,-40400.0,400.0,6290.0,412.0,,,,,,,,,-3860.0,565.0,520.0,426.0,,,,,13900.0,400.0,,,,,2200.0,400.0,-3360.0,565.0,8020.0,2.0,2.12,2.0,1100.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,103,165Sm,0,614,ms,+89-91,,β⁻,100.0,,-43500.0,400.0,7210.0,400.0,-8840.0,640.0,-9860.0,640.0,,,,,-3700.0,565.0,450.0,399.0,,,,,13000.0,400.0,,,,,1650.0,400.0,-3070.0,565.0,8040.0,2.0,0.709,2.0,701.0,286.0,,,,,,,,,,,,,,,,,2.54e-12,1.63e-12,1.39e-10,8.95e-11,2.97e-08,1.9e-08,1.45e-08,9.28e-09,,,2.54e-12,1.63e-12,1.39e-10,8.95e-11,2.97e-08,1.9e-08,1.45e-08,9.28e-09,,,,
62,99,161Sm,0,4.63,s,0.29,(7/2+),β⁻,100.0,,-56600.0,6.81,5110.0,12.4,-6580.0,11.3,-7600.0,11.3,,,,,-2600.0,7.14,162.0,4.98,,,,,8830.0,6.98,-14400.0,400.0,-17200.0,47.0,-1240.0,6.87,-6770.0,9.64,8120.0,0.0423,1.34,0.0423,634.0,5.22,,,,,,,,,,,,,,,,,2.82e-07,1.81e-07,7.79e-06,4.99e-06,0.000249,0.000159,7.74e-06,4.95e-06,,,2.87e-07,1.84e-07,7.89e-06,5.05e-06,0.000253,0.000162,9.04e-06,5.78e-06,,,,
62,91,153Sm,0,46.283,h,0.002,3/2+,β⁻,100.0,,-72500.0,1.02,807.0,0.706,-1910.0,9.08,-2930.0,9.08,,,,,-609.0,1.93,-39.6,0.988,,,,,322.0,0.254,-5220.0,2.92,-9690.0,24.4,-7740.0,0.698,-14000.0,1.44,8220.0,0.0067,14.5,0.0067,1040.0,1.1,,,,,,,,,,,,,,,[object Object],,8e-07,5.12e-07,2.11e-05,1.35e-05,6.55e-05,4.19e-05,4.94e-08,3.16e-08,,,0.00158,6.33e-05,0.00361,0.000216,0.0129,0.000362,0.00414,8.29e-05,,,,
62,93,155Sm,0,22.182,m,0.054,3/2-,β⁻,100.0,,-70100.0,1.33,1620.0,1.2,-3250.0,4.9,-4270.0,4.9,,,,,-1670.0,1.08,438.0,0.719,,,,,1870.0,0.919,-7900.0,9.24,-11900.0,1.68,-6520.0,1.13,-12900.0,1.88,8210.0,0.0086,8.17,0.0086,716.0,4.41,,,,,,,,,,,,,,,,,1.3e-05,8.38e-06,0.000212,0.000136,0.000959,0.000614,3.12e-06,1.99e-06,,,0.000321,2.57e-05,0.00165,0.00038,0.00791,0.000474,0.00141,0.000452,,,,
62,94,156Sm,0,9.4,h,0.2,0+,β⁻,100.0,,-69300.0,8.52,722.0,7.9,-5190.0,8.6,-6210.0,8.6,,,,,-1630.0,25.8,314.0,13.6,,,,,3170.0,8.47,-9150.0,8.62,-14300.0,12.5,-5610.0,8.46,-13700.0,12.0,8200.0,0.0546,7.17,0.0546,926.0,6.45,,,,,,,,,,,,,,,,,3.03e-05,1.93e-05,0.000445,0.000285,0.00101,0.000162,1.2e-05,7.72e-06,,,0.000148,1.18e-05,0.00122,7.37e-05,0.00666,0.0004,0.00076,3.04e-05,,,,
62,95,157Sm,0,8.04,m,0.06,(3/2-),β⁻,100.0,,-66600.0,4.43,2780.0,6.11,-4380.0,8.26,-5400.0,8.26,,,,,-1770.0,5.16,259.0,3.48,,,,,4140.0,4.53,-10100.0,4.92,-13700.0,4.62,-4660.0,5.66,-11000.0,6.27,8180.0,0.0282,4.27,0.0282,628.0,5.8,,,,,,,,,,,,,,,,,2.66e-05,1.7e-05,0.00041,0.000262,0.00284,0.00128,2.96e-05,1.89e-05,,,6.08e-05,9.73e-06,0.000706,0.000113,0.00502,0.000803,0.000413,0.000186,,,,
62,96,158Sm,0,5.32,m,0.05,0+,β⁻,100.0,,-65200.0,4.78,2010.0,5.11,-6140.0,4.86,-7160.0,4.86,,,,,-2090.0,4.89,321.0,3.95,,,,,5430.0,4.88,-11400.0,4.95,-16000.0,5.23,-3860.0,6.37,-11300.0,6.76,8170.0,0.0303,4.63,0.0303,809.0,5.01,,,,,,,,,,,,,,,,,2.39e-05,1.53e-05,0.000292,0.000187,0.00244,0.00156,4.25e-05,2.72e-05,,,3.15e-05,1e-05,0.000359,0.000229,0.00315,0.00202,0.000184,8.28e-05,,,,
62,97,159Sm,0,11.37,s,0.15,5/2-,β⁻,100.0,,-62200.0,5.93,3830.0,7.32,-5650.0,11.6,-6670.0,11.6,,,,,-2340.0,10.8,371.0,6.21,,,,,6350.0,6.01,-12400.0,30.3,-15600.0,6.07,-3000.0,6.27,-8890.0,8.39,8150.0,0.0373,1.73,0.0373,534.0,4.92,,,,,,,,,,,,,,,,,7.41e-06,4.74e-06,0.000121,7.75e-05,0.00176,0.00112,3.86e-05,2.47e-05,,,8.49e-06,3.82e-06,0.000133,8.54e-05,0.00196,0.00125,8.39e-05,3.77e-05,,,,
62,98,160Sm,0,9.6,s,0.3,0+,β⁻,100.0,,-60200.0,1.95,3260.0,2.15,-7330.0,2.83,-8360.0,2.83,,,,,-2450.0,2.35,285.0,1.6,,,,,7700.0,2.25,-13500.0,46.6,-17700.0,29.8,-2260.0,4.74,-9100.0,2.76,8140.0,0.0122,3.19,0.0122,793.0,4.72,,,,,,,,,,,,,,,,,2.1e-06,1.35e-06,3.99e-05,2.55e-05,0.000867,0.000555,2.28e-05,1.46e-05,,,2.18e-06,1.4e-06,4.11e-05,2.63e-05,0.000906,0.00058,3.22e-05,2.06e-05,,,,
63,107,170Eu,0,197,ms,+74-71,,β⁻,100.0,,-30800.0,500.0,9980.0,707.0,,,,,,,,,,,,,,,,,15800.0,583.0,,,,,4950.0,640.0,1140.0,707.0,7960.0,3.0,5.77,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,106,169Eu,0,389,ms,90,,β⁻,100.0,,-35600.0,500.0,8230.0,640.0,,,,,,,,,-3410.0,707.0,70.5,499.0,,,,,14800.0,583.0,,,,,4410.0,583.0,-1020.0,707.0,7990.0,3.0,5.91,3.0,616.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,101,164Eu,0,4.08,s,0.16,(3-),β⁻,100.0,,-53200.0,2.06,6460.0,2.29,-5300.0,4.59,-6320.0,4.59,,,,,-2760.0,2.91,394.0,2.75,,,,,8870.0,2.78,-14800.0,400.0,-17500.0,400.0,85.1,2.21,-5090.0,2.92,8090.0,0.0126,-1.73,0.0126,419.0,3.02,,,,,,,,,,,,,,,,,2e-09,1.28e-09,2.51e-07,1.61e-07,3.51e-05,2.25e-05,6.51e-07,4.16e-07,,,2.06e-09,1.32e-09,2.55e-07,1.63e-07,3.56e-05,2.28e-05,7.61e-07,4.87e-07,,,,
63,100,163Eu,0,7.7,s,0.4,,β⁻,100.0,,-56500.0,0.904,4810.0,1.2,-5970.0,7.41,-6990.0,7.41,,,,,-2440.0,10.0,355.0,5.15,,,,,8020.0,4.15,-13600.0,400.0,-17800.0,300.0,-364.0,4.06,-7210.0,1.27,8110.0,0.0056,1.62,0.0056,596.0,1.38,,,,,,,,,,,,,,,,,1.93e-08,1.24e-08,2.06e-06,1.32e-06,0.000151,9.7e-05,1.22e-06,7.8e-07,,,2.07e-08,1.33e-08,2.14e-06,1.37e-06,0.000157,0.0001,1.72e-06,1.1e-06,,,,
63,103,166Eu,0,1.29,s,+0.07-0.08,,β⁻,100.0,,-46700.0,100.0,7620.0,100.0,-6290.0,412.0,-7320.0,412.0,,,,,-3130.0,316.0,374.0,223.0,,,,,11000.0,100.0,,,-19300.0,510.0,1700.0,100.0,-3190.0,141.0,8050.0,1.0,-1.05,1.0,481.0,204.0,,,,,,,,,,,,,,,,,2.49e-11,1.59e-11,2.38e-09,1.52e-09,6.29e-07,4.03e-07,8.16e-08,5.22e-08,,,2.5e-11,1.6e-11,2.38e-09,1.52e-09,6.3e-07,4.03e-07,8.34e-08,5.33e-08,,,,
63,102,165Eu,0,2.25,s,0.14,,β⁻,100.0,,-50700.0,5.21,5790.0,5.37,-7210.0,400.0,-8240.0,400.0,,,,,-3060.0,10.4,445.0,150.0,,,,,9850.0,5.43,-16000.0,500.0,-19600.0,400.0,893.0,5.3,-5480.0,7.37,8080.0,0.0316,0.408,0.0316,740.0,83.0,,,,,,,,,,,,,,,,,3.86e-10,2.47e-10,3.03e-08,1.94e-08,5.42e-06,3.47e-06,2.6e-07,1.66e-07,,,3.89e-10,2.49e-10,3.04e-08,1.95e-08,5.45e-06,3.49e-06,2.74e-07,1.75e-07,,,,
63,105,168Eu,0,440,ms,48,,β⁻,100.0,,-39200.0,400.0,8890.0,500.0,-7610.0,500.0,-8630.0,500.0,,,,,-3310.0,565.0,225.0,426.0,,,,,13500.0,400.0,,,,,3450.0,400.0,-1020.0,565.0,8010.0,2.0,1.24,2.0,396.0,385.0,,,,,,,,,,,,,,,,,2.84e-14,1.82e-14,1.22e-12,7.87e-13,1.74e-09,1.11e-09,2.7e-09,1.72e-09,,,2.84e-14,1.82e-14,1.22e-12,7.87e-13,1.74e-09,1.11e-09,2.71e-09,1.73e-09,,,,
63,104,167Eu,0,862,ms,+75-59,,β⁻,100.0,,-43700.0,400.0,7000.0,400.0,-8440.0,640.0,-9460.0,640.0,,,,,-3230.0,565.0,405.0,399.0,,,,,12100.0,400.0,,,,,2530.0,400.0,-3380.0,565.0,8030.0,2.0,2.13,2.0,690.0,301.0,,,,,,,,,,,,,,,,,2.23e-12,1.43e-12,6.92e-11,4.43e-11,4.04e-08,2.59e-08,2.01e-08,1.28e-08,,,2.23e-12,1.43e-12,6.92e-11,4.43e-11,4.04e-08,2.59e-08,2.03e-08,1.29e-08,,,,
63,89,152Eu,0,13.517,y,0.009,3-,β⁻,27.92,0.13,-72800.0,1.16,1810.0,0.7,1870.0,0.685,852.0,0.685,,,,,1550.0,5.61,-589.0,3.37,,,,,-2170.0,40.0,-1630.0,25.8,-6790.0,4.5,-6770.0,2.78,-13200.0,1.64,8220.0,0.0077,19.4,0.0077,1120.0,1.17,,,,,,,,,,,,,,,[object Object],,9.06e-13,5.8e-13,4.52e-10,2.89e-10,2.89e-09,1.85e-09,1.46e-14,9.34e-15,,,1.35e-12,8.7e-13,6.78e-10,4.34e-10,4.34e-09,2.78e-09,2.19e-14,1.4e-14,,,,
63,91,154Eu,0,8.591,y,+0.004-0.004,3-,β⁻,99.982,0.012,-71700.0,1.18,1960.0,0.753,717.0,1.1,-304.0,1.1,,,,,-565.0,20.0,204.0,10.0,,,,,-1580.0,45.3,-3470.0,25.0,-8370.0,9.1,-6920.0,0.742,-13100.0,1.68,8210.0,0.0077,14.7,0.0077,854.0,1.2,,,,,,,,,,,,,,,[object Object],,9.69e-10,6.2e-10,1.39e-07,8.95e-08,1.28e-06,8.25e-07,4.12e-11,2.64e-11,,,1.93e-09,1.24e-09,2.79e-07,1.79e-07,2.57e-06,1.65e-06,8.25e-11,5.28e-11,,,,
63,92,155Eu,0,4.742,y,+0.008-0.008,5/2+,β⁻,100.0,,-71800.0,1.25,251.0,0.868,-1620.0,1.2,-2640.0,1.2,,,,,-856.0,4.53,358.0,2.33,,,,,-567.0,9.82,-4870.0,4.88,-10800.0,25.0,-6180.0,0.851,-15000.0,1.77,8210.0,0.0081,12.4,0.0081,907.0,2.06,,,,,,,,,,,,,,,[object Object],,2.62e-08,1.68e-08,1.92e-06,1.23e-06,1.72e-05,1.1e-05,2.11e-09,1.35e-09,,,0.000321,1.28e-05,0.00165,0.000182,0.00792,0.000317,0.00141,0.000226,,,,
63,93,156Eu,0,15.16,d,0.02,0+,β⁻,100.0,,-70000.0,3.53,2450.0,3.4,-722.0,7.9,-1740.0,7.9,,,,,-1250.0,26.1,537.0,13.1,,,,,8.16,5.01,-5910.0,3.72,-10400.0,5.89,-6080.0,3.4,-12500.0,4.99,8200.0,0.0225,7.98,0.0225,555.0,3.33,,,,,,,,,,,,,,,[object Object],,1.61e-07,1.03e-07,1.17e-05,7.53e-06,9.92e-05,6.34e-05,2.38e-08,1.52e-08,,,0.000148,5.94e-06,0.00124,4.96e-05,0.00676,0.000189,0.00076,1.52e-05,,,,
63,94,157Eu,0,15.18,h,0.03,5/2+,β⁻,100.0,,-69400.0,4.23,1360.0,4.19,-2780.0,6.11,-3800.0,6.11,,,,,-1230.0,9.97,404.0,5.43,,,,,1300.0,4.2,-7160.0,8.17,-12500.0,4.39,-4990.0,4.19,-13500.0,5.98,8190.0,0.027,7.69,0.027,782.0,3.62,,,,,,,,,,,,,,,[object Object],,6.34e-07,4.06e-07,3.45e-05,2.21e-05,0.000349,0.000223,1.96e-07,1.25e-07,,,6.14e-05,4.91e-06,0.000741,4.44e-05,0.00537,0.000214,0.000413,0.000132,,,,
63,95,158Eu,0,45.9,m,0.2,(1-),β⁻,100.0,,-67200.0,2.03,3410.0,2.25,-2010.0,5.11,-3040.0,5.11,,,,,-1420.0,25.1,197.0,12.6,,,,,2200.0,2.39,-8160.0,2.21,-12200.0,7.29,-4510.0,2.25,-10800.0,2.87,8180.0,0.0129,3.71,0.0129,480.0,3.35,,,,,,,,,,,,,,,,,1.27e-06,8.19e-07,5.37e-05,3.44e-05,0.00148,0.000947,7.76e-07,4.96e-07,,,3.28e-05,5.25e-06,0.000412,0.000132,0.00464,0.00106,0.000184,5.91e-05,,,,
63,96,159Eu,0,18.1,m,0.1,5/2+,β⁻,100.0,,-66000.0,4.32,2510.0,4.36,-3830.0,7.32,-4850.0,7.32,,,,,-1520.0,6.37,275.0,4.34,,,,,3480.0,4.4,-9480.0,10.9,-14200.0,4.38,-3420.0,4.36,-11300.0,6.1,8170.0,0.0272,4.77,0.0272,661.0,3.25,,,,,,,,,,,,,,,,,1.55e-06,9.98e-07,6.84e-05,4.37e-05,0.00131,0.000838,2.19e-06,1.4e-06,,,1e-05,1.1e-06,0.000201,2.22e-05,0.00327,0.000524,8.61e-05,2.75e-05,,,,
63,97,160Eu,0,42.6,s,0.5,(5-),β⁻,100.0,,-63400.0,0.904,4440.0,1.44,-3260.0,2.15,-4280.0,2.15,,,,,-1750.0,1.49,357.0,1.27,,,,,4340.0,1.43,-10500.0,2.23,-14200.0,10.0,-3000.0,1.33,-8940.0,1.27,8160.0,0.0057,0.774,0.0057,424.0,5.66,,,,,,,,,,,,,,,,,9.02e-07,5.77e-07,4.58e-05,2.93e-05,0.00157,0.001,3.2e-06,2.04e-06,,,3.08e-06,1.39e-06,8.7e-05,2.78e-05,0.00247,0.000792,3.53e-05,1.59e-05,,,,
63,98,161Eu,0,26,s,2,(5/2+),β⁻,100.0,,-61700.0,10.4,3710.0,10.5,-5110.0,12.4,-6140.0,12.4,,,,,-1910.0,12.5,348.0,8.17,,,,,5670.0,10.4,-11700.0,13.7,-16100.0,10.5,-1920.0,10.4,-9370.0,14.7,8140.0,0.0646,2.43,0.0646,683.0,7.39,,,,,,,,,,,,,,,,,4.53e-07,2.9e-07,2.76e-05,1.77e-05,0.00106,0.000679,3.01e-06,1.92e-06,,,7.4e-07,2.37e-07,3.55e-05,2.27e-05,0.00131,0.000841,1.2e-05,1.32e-06,,,,
63,99,162Eu,0,11.7,s,1.2,(1+),β⁻,100.0,,-58700.0,1.31,5550.0,4.17,-4340.0,3.76,-5360.0,3.76,,,,,-2040.0,1.58,265.0,1.26,,,,,7150.0,2.43,-12600.0,300.0,-15900.0,9.13,-1280.0,1.99,-6920.0,1.85,8120.0,0.0081,-0.52,0.0081,459.0,5.3,,,,,,,,,,,,,,,,,6.98e-08,4.47e-08,8.62e-06,5.52e-06,0.000469,0.0003,1.51e-06,9.66e-07,,,9.01e-08,5.77e-08,9.73e-06,6.23e-06,0.000515,0.00033,3.24e-06,2.07e-06,,,,
64,95,159Gd,0,18.479,h,0.004,3/2-,β⁻,100.0,,-68500.0,0.98,970.0,0.749,-2510.0,4.36,-3540.0,4.36,,,,,-795.0,0.939,275.0,0.683,,,,,605.0,1.3,-6350.0,6.01,-10500.0,4.88,-7160.0,0.981,-13900.0,1.38,8180.0,0.0062,7.09,0.0062,754.0,1.01,,,,,,,,,,,,,,,,,3.7e-08,2.37e-08,4.52e-06,2.89e-06,0.000123,7.93e-05,9.06e-09,5.79e-09,,,1e-05,6.05e-07,0.000206,1.23e-05,0.0034,0.000204,8.61e-05,1.37e-05,,,,
64,98,162Gd,0,8.39,m,0.2,0+,β⁻,100.0,,-64200.0,3.96,1590.0,4.46,-5550.0,4.17,-6570.0,4.17,,,,,-1450.0,6.2,362.0,3.68,,,,,3900.0,3.95,-9900.0,5.3,-14800.0,7.88,-4890.0,3.93,-12500.0,5.6,8150.0,0.0245,3.99,0.0245,833.0,2.93,,,,,,,,,,,,,,,,,6.78e-08,4.34e-08,1.19e-05,7.64e-06,0.00061,0.00039,1.63e-07,1.04e-07,,,1.57e-07,1.01e-07,2.16e-05,9.75e-06,0.00112,0.000506,3.4e-06,1.53e-06,,,,
64,97,161Gd,0,3.66,m,0.05,5/2-,β⁻,100.0,,-65500.0,1.5,1950.0,1.44,-3710.0,10.5,-4730.0,10.5,,,,,-1250.0,4.68,361.0,2.45,,,,,2540.0,1.48,-8830.0,6.98,-12500.0,2.46,-5740.0,1.42,-12100.0,2.12,8160.0,0.00929,3.45,0.00929,605.0,2.31,,,,,,,,,,,,,,,,,1.1e-07,7.1e-08,1.25e-05,8.03e-06,0.000594,0.00038,1.06e-07,6.78e-08,,,8.51e-07,6.81e-08,4.81e-05,5.29e-06,0.0019,0.000152,1.21e-05,7.29e-07,,,,
64,99,163Gd,0,68,s,3,(7/2+),β⁻,100.0,,-61300.0,0.797,3200.0,4.13,-4810.0,1.2,-5830.0,1.2,,,,,-1600.0,5.98,328.0,3.62,,,,,4990.0,1.05,-10700.0,7.4,-14200.0,3.61,-3580.0,2.19,-10000.0,1.12,8140.0,0.0049,1.82,0.0049,598.0,2.12,,,,,,,,,,,,,,,,,3.8e-08,2.43e-08,5.98e-06,3.83e-06,0.000468,0.000299,3.2e-07,2.04e-07,,,5.88e-08,3.76e-08,8.13e-06,5.2e-06,0.000625,0.0004,2.04e-06,9.18e-07,,,,
64,104,168Gd,0,3.02,s,0.15,0+,β⁻,100.0,,-48100.0,300.0,4630.0,300.0,-8890.0,500.0,-9920.0,500.0,,,,,-2640.0,300.0,307.0,259.0,,,,,10400.0,331.0,-16500.0,424.0,-20100.0,583.0,-338.0,300.0,-6480.0,424.0,8060.0,2.0,2.49,2.0,814.0,291.0,,,,,,,,,,,,,,,,,2.17e-11,1.39e-11,6.98e-10,4.47e-10,5.73e-07,3.67e-07,9.32e-08,5.96e-08,,,2.17e-11,1.39e-11,7e-10,4.48e-10,5.75e-07,3.68e-07,9.59e-08,6.13e-08,,,,
64,103,167Gd,0,4.26,s,+0.18-0.32,,β⁻,100.0,,-50700.0,5.21,5100.0,5.55,-7000.0,400.0,-8020.0,400.0,,,,,-2600.0,9.01,471.0,100.0,,,,,9130.0,6.57,-15400.0,500.0,-17600.0,400.0,-1030.0,5.41,-6320.0,7.37,8070.0,0.0312,0.108,0.0312,494.0,168.0,,,,,,,,,,,,,,,,,3.67e-10,2.35e-10,1.07e-08,6.91e-09,4.86e-06,3.11e-06,2.34e-07,1.49e-07,,,3.69e-10,2.36e-10,1.08e-08,6.97e-09,4.9e-06,3.14e-06,2.54e-07,1.62e-07,,,,
